품목코드,품명,사출창고,분리창고,검사접착,누수규격,완제품,불용재고
P3501S-04.00+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,5,0
P3501S-04.00+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,2,0
P3501S-04.25+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,55,0
P3501S-04.25+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,203,0
P3501S-04.25+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,24,0
P3501S-04.25+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,2,0
P3501S-04.50+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,60,0
P3501S-04.50+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,1,0
P3501S-04.50+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,251,0
P3501S-04.50+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,136,0
P3501S-04.75+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,21,0
P3501S-04.75+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,83,0
P3501S-04.75+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,60,0
P3501S-05.00+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,234,0
P3501S-05.00+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,131,0
P3501S-05.00+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,3,0
P3501S-05.00+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,241,0
P3501S-05.25+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,537,0
P3501S-05.25+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,32,0
P3501S-05.25+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,1873,0
P3501S-05.50+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,3,0
P3501S-05.50+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,28,0
P3501S-05.50+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,1239,0
P3501S-05.50+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,2,0
P3501S-05.75+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,100,0
P3501S-05.75+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,2,0
P3501S-05.75+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,247,0
P3501S-05.75+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,79,0
P3501S-06.00+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,20,0
P3501S-06.00+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,744,0
P3501S-06.00+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,151,0
P3501S-06.00+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,258,0
P3501S-06.25+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,282,0
P3501S-06.25+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,376,0
P3501S-06.50+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,128,0
P3501S-06.50+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,721,0
P3501S-06.50+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,2,0
P3501S-07.00+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,1584,0
P3501S-07.00+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,20,0
P3501S-07.00+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,1,0
P3501S-07.00+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,47,0
P3501S-07.50+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,509,0
P3501S-07.50+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,324,0
P3501S-07.50+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,1074,0
P3501S-07.50+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,68,0
P3501S-07.75+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,911,0
P3501S-08.00+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,92,0
P3501S-08.00+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,4171,0
P3501S-08.00+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,9,0
P3501S-08.00+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,1312,0
P3501S-08.25+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,430,0
P3501S-08.50+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,2758,0
P3501S-08.50+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,1580,0
P3501S-08.50+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,22,0
P3501S-08.50+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,647,0
P3501S-08.75+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,458,0
P3501S-09.00+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,218,0
P3501S-09.00+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,399,0
P3501S-09.00+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,2921,0
P3501S-09.00+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,728,0
P3501S-09.25+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,242,0
P3501S-09.25+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,460,0
P3501S-09.50+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,1180,0
P3501S-09.50+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,966,0
P3501S-09.50+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,1591,0
P3501S-09.50+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,2916,0
P3501S-09.75+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,356,0
P3501S-10.00+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,217,0
P3501S-10.00+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,138,0
P3501S-10.00+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,928,0
P3501S-10.00+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,961,0
P3501S-10.50+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,1835,0
P3501S-10.50+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,543,0
P3501S-10.50+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,55,0
P3501S-10.50+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,162,0
P3501S-11.00+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,3346,0
P3501S-11.00+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,176,0
P3501S-11.00+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,3,0
P3501S-11.00+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,4261,0
P3501S-11.50+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,1290,0
P3501S-11.50+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,22,0
P3501S-11.50+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,6451,0
P3501S-11.50+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,2718,0
P3501S-11.75+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,820,0
P3501S-12.00+1.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,1247,0
P3501S-12.00+1.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,1593,0
P3501S-12.00+2.00,O2O2 M_UV_Multifocal_(소),0,0,0,0,5091,0
P3501S-12.00+2.50,O2O2 M_UV_Multifocal_(소),0,0,0,0,4637,0
P3502S+00.25-0.75010,O2O2 M_UV_Toric_(소),0,0,0,0,345,0
P3502S+00.25-0.75090,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.25-0.75100,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.25-1.25010,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
P3502S+00.25-1.25040,O2O2 M_UV_Toric_(소),0,0,0,0,378,0
P3502S+00.25-1.25060,O2O2 M_UV_Toric_(소),0,0,0,0,390,0
P3502S+00.25-1.25070,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.25-1.25090,O2O2 M_UV_Toric_(소),0,0,0,0,68,0
P3502S+00.25-1.25100,O2O2 M_UV_Toric_(소),0,0,0,0,383,0
P3502S+00.25-1.25170,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.25-1.75010,O2O2 M_UV_Toric_(소),0,0,0,0,482,0
P3502S+00.25-1.75020,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.25-1.75120,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.25-1.75160,O2O2 M_UV_Toric_(소),0,0,0,0,542,0
P3502S+00.25-1.75170,O2O2 M_UV_Toric_(소),0,0,0,0,253,0
P3502S+00.25-2.25010,O2O2 M_UV_Toric_(소),0,0,0,0,278,0
P3502S+00.25-2.25020,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.25-2.25050,O2O2 M_UV_Toric_(소),0,0,0,0,421,0
P3502S+00.25-2.25080,O2O2 M_UV_Toric_(소),0,0,0,0,43,0
P3502S+00.25-2.25110,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.25-2.25130,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
P3502S+00.25-2.25160,O2O2 M_UV_Toric_(소),0,0,0,0,458,0
P3502S+00.25-2.25170,O2O2 M_UV_Toric_(소),0,0,0,0,221,0
P3502S+00.25-2.25180,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.25-2.75010,O2O2 M_UV_Toric_(소),0,0,0,0,161,0
P3502S+00.25-2.75020,O2O2 M_UV_Toric_(소),0,0,0,0,523,0
P3502S+00.25-2.75030,O2O2 M_UV_Toric_(소),0,0,0,0,365,0
P3502S+00.25-2.75040,O2O2 M_UV_Toric_(소),0,0,0,0,425,0
P3502S+00.25-2.75070,O2O2 M_UV_Toric_(소),0,0,0,0,454,0
P3502S+00.25-2.75090,O2O2 M_UV_Toric_(소),0,0,0,0,1256,0
P3502S+00.25-2.75110,O2O2 M_UV_Toric_(소),0,0,0,0,242,0
P3502S+00.25-2.75120,O2O2 M_UV_Toric_(소),0,0,0,0,110,0
P3502S+00.25-2.75160,O2O2 M_UV_Toric_(소),0,0,0,0,6,0
P3502S+00.25-2.75170,O2O2 M_UV_Toric_(소),0,0,0,0,289,0
P3502S+00.25-2.75180,O2O2 M_UV_Toric_(소),0,0,0,0,2,0
P3502S+00.50-0.75020,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.50-0.75040,O2O2 M_UV_Toric_(소),0,0,0,0,380,0
P3502S+00.50-0.75070,O2O2 M_UV_Toric_(소),0,0,0,0,464,0
P3502S+00.50-0.75080,O2O2 M_UV_Toric_(소),0,0,0,0,290,0
P3502S+00.50-0.75090,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
P3502S+00.50-0.75100,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.50-0.75150,O2O2 M_UV_Toric_(소),0,0,0,0,358,0
P3502S+00.50-0.75160,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.50-0.75170,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.50-0.75180,O2O2 M_UV_Toric_(소),0,0,0,0,2,0
P3502S+00.50-1.25010,O2O2 M_UV_Toric_(소),0,0,0,0,222,0
P3502S+00.50-1.25090,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.50-1.25100,O2O2 M_UV_Toric_(소),0,0,0,0,298,0
P3502S+00.50-1.25170,O2O2 M_UV_Toric_(소),0,0,0,0,551,0
P3502S+00.50-1.25180,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.50-1.75010,O2O2 M_UV_Toric_(소),0,0,0,0,7,0
P3502S+00.50-1.75090,O2O2 M_UV_Toric_(소),0,0,0,0,522,0
P3502S+00.50-1.75100,O2O2 M_UV_Toric_(소),0,0,0,0,359,0
P3502S+00.50-1.75110,O2O2 M_UV_Toric_(소),0,0,0,0,30,0
P3502S+00.50-1.75170,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.50-1.75180,O2O2 M_UV_Toric_(소),0,0,0,0,5,0
P3502S+00.50-2.25030,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
P3502S+00.50-2.25070,O2O2 M_UV_Toric_(소),0,0,0,0,365,0
P3502S+00.50-2.25080,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.50-2.25090,O2O2 M_UV_Toric_(소),0,0,0,0,309,0
P3502S+00.50-2.25160,O2O2 M_UV_Toric_(소),0,0,0,0,665,0
P3502S+00.50-2.25170,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.50-2.25180,O2O2 M_UV_Toric_(소),0,0,0,0,3,0
P3502S+00.50-2.75010,O2O2 M_UV_Toric_(소),0,0,0,0,2,0
P3502S+00.50-2.75020,O2O2 M_UV_Toric_(소),0,0,0,0,291,0
P3502S+00.50-2.75030,O2O2 M_UV_Toric_(소),0,0,0,0,258,0
P3502S+00.50-2.75040,O2O2 M_UV_Toric_(소),0,0,0,0,21,0
P3502S+00.50-2.75050,O2O2 M_UV_Toric_(소),0,0,0,0,977,0
P3502S+00.50-2.75060,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
P3502S+00.50-2.75070,O2O2 M_UV_Toric_(소),0,0,0,0,82,0
P3502S+00.50-2.75090,O2O2 M_UV_Toric_(소),0,0,0,0,456,0
P3502S+00.50-2.75100,O2O2 M_UV_Toric_(소),0,0,0,0,252,0
P3502S+00.50-2.75110,O2O2 M_UV_Toric_(소),0,0,0,0,205,0
P3502S+00.50-2.75130,O2O2 M_UV_Toric_(소),0,0,0,0,189,0
P3502S+00.50-2.75140,O2O2 M_UV_Toric_(소),0,0,0,0,437,0
P3502S+00.50-2.75150,O2O2 M_UV_Toric_(소),0,0,0,0,838,0
P3502S+00.50-2.75160,O2O2 M_UV_Toric_(소),0,0,0,0,340,0
P3502S+00.50-2.75170,O2O2 M_UV_Toric_(소),0,0,0,0,921,0
P3502S+00.50-2.75180,O2O2 M_UV_Toric_(소),0,0,0,0,2,0
P3502S+00.75-0.75030,O2O2 M_UV_Toric_(소),0,0,0,0,547,0
P3502S+00.75-0.75070,O2O2 M_UV_Toric_(소),0,0,0,0,221,0
P3502S+00.75-0.75080,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.75-0.75090,O2O2 M_UV_Toric_(소),0,0,0,0,151,0
P3502S+00.75-0.75160,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.75-0.75170,O2O2 M_UV_Toric_(소),0,0,0,0,95,0
P3502S+00.75-0.75180,O2O2 M_UV_Toric_(소),0,0,0,0,2,0
P3502S+00.75-1.25010,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.75-1.25020,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.75-1.25040,O2O2 M_UV_Toric_(소),0,0,0,0,408,0
P3502S+00.75-1.25080,O2O2 M_UV_Toric_(소),0,0,0,0,300,0
P3502S+00.75-1.25100,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.75-1.25160,O2O2 M_UV_Toric_(소),0,0,0,0,255,0
P3502S+00.75-1.25170,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.75-1.25180,O2O2 M_UV_Toric_(소),0,0,0,0,233,0
P3502S+00.75-1.75010,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.75-1.75050,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.75-1.75090,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.75-1.75100,O2O2 M_UV_Toric_(소),0,0,0,0,380,0
P3502S+00.75-1.75170,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.75-1.75180,O2O2 M_UV_Toric_(소),0,0,0,0,106,0
P3502S+00.75-2.25020,O2O2 M_UV_Toric_(소),0,0,0,0,141,0
P3502S+00.75-2.25080,O2O2 M_UV_Toric_(소),0,0,0,0,401,0
P3502S+00.75-2.25160,O2O2 M_UV_Toric_(소),0,0,0,0,58,0
P3502S+00.75-2.25170,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+00.75-2.75010,O2O2 M_UV_Toric_(소),0,0,0,0,2,0
P3502S+00.75-2.75020,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
P3502S+00.75-2.75030,O2O2 M_UV_Toric_(소),0,0,0,0,652,0
P3502S+00.75-2.75040,O2O2 M_UV_Toric_(소),0,0,0,0,367,0
P3502S+00.75-2.75050,O2O2 M_UV_Toric_(소),0,0,0,0,317,0
P3502S+00.75-2.75060,O2O2 M_UV_Toric_(소),0,0,0,0,427,0
P3502S+00.75-2.75070,O2O2 M_UV_Toric_(소),0,0,0,0,532,0
P3502S+00.75-2.75080,O2O2 M_UV_Toric_(소),0,0,0,0,473,0
P3502S+00.75-2.75090,O2O2 M_UV_Toric_(소),0,0,0,0,33,0
P3502S+00.75-2.75100,O2O2 M_UV_Toric_(소),0,0,0,0,144,0
P3502S+00.75-2.75110,O2O2 M_UV_Toric_(소),0,0,0,0,92,0
P3502S+00.75-2.75120,O2O2 M_UV_Toric_(소),0,0,0,0,347,0
P3502S+00.75-2.75140,O2O2 M_UV_Toric_(소),0,0,0,0,236,0
P3502S+00.75-2.75150,O2O2 M_UV_Toric_(소),0,0,0,0,332,0
P3502S+00.75-2.75160,O2O2 M_UV_Toric_(소),0,0,0,0,270,0
P3502S+00.75-2.75170,O2O2 M_UV_Toric_(소),0,0,0,0,187,0
P3502S+00.75-2.75180,O2O2 M_UV_Toric_(소),0,0,0,0,5,0
P3502S+01.00-0.75010,O2O2 M_UV_Toric_(소),0,0,0,0,495,0
P3502S+01.00-0.75030,O2O2 M_UV_Toric_(소),0,0,0,0,192,0
P3502S+01.00-0.75040,O2O2 M_UV_Toric_(소),0,0,0,0,166,0
P3502S+01.00-0.75070,O2O2 M_UV_Toric_(소),0,0,0,0,334,0
P3502S+01.00-0.75080,O2O2 M_UV_Toric_(소),0,0,0,0,202,0
P3502S+01.00-0.75090,O2O2 M_UV_Toric_(소),0,0,0,0,301,0
P3502S+01.00-0.75100,O2O2 M_UV_Toric_(소),0,0,0,0,98,0
P3502S+01.00-0.75160,O2O2 M_UV_Toric_(소),0,0,0,0,649,0
P3502S+01.00-0.75180,O2O2 M_UV_Toric_(소),0,0,0,0,176,0
P3502S+01.00-1.25010,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.00-1.25070,O2O2 M_UV_Toric_(소),0,0,0,0,431,0
P3502S+01.00-1.25090,O2O2 M_UV_Toric_(소),0,0,0,0,180,0
P3502S+01.00-1.25150,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
P3502S+01.00-1.25170,O2O2 M_UV_Toric_(소),0,0,0,0,332,0
P3502S+01.00-1.25180,O2O2 M_UV_Toric_(소),0,0,0,0,140,0
P3502S+01.00-1.75010,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.00-1.75020,O2O2 M_UV_Toric_(소),0,0,0,0,7,0
P3502S+01.00-1.75090,O2O2 M_UV_Toric_(소),0,0,0,0,176,0
P3502S+01.00-1.75160,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.00-1.75180,O2O2 M_UV_Toric_(소),0,0,0,0,610,0
P3502S+01.00-2.25030,O2O2 M_UV_Toric_(소),0,0,0,0,381,0
P3502S+01.00-2.25040,O2O2 M_UV_Toric_(소),0,0,0,0,111,0
P3502S+01.00-2.25120,O2O2 M_UV_Toric_(소),0,0,0,0,203,0
P3502S+01.00-2.25170,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
P3502S+01.00-2.25180,O2O2 M_UV_Toric_(소),0,0,0,0,161,0
P3502S+01.00-2.75010,O2O2 M_UV_Toric_(소),0,0,0,0,134,0
P3502S+01.00-2.75020,O2O2 M_UV_Toric_(소),0,0,0,0,268,0
P3502S+01.00-2.75030,O2O2 M_UV_Toric_(소),0,0,0,0,253,0
P3502S+01.00-2.75040,O2O2 M_UV_Toric_(소),0,0,0,0,429,0
P3502S+01.00-2.75050,O2O2 M_UV_Toric_(소),0,0,0,0,349,0
P3502S+01.00-2.75060,O2O2 M_UV_Toric_(소),0,0,0,0,235,0
P3502S+01.00-2.75070,O2O2 M_UV_Toric_(소),0,0,0,0,707,0
P3502S+01.00-2.75080,O2O2 M_UV_Toric_(소),0,0,0,0,666,0
P3502S+01.00-2.75090,O2O2 M_UV_Toric_(소),0,0,0,0,1284,0
P3502S+01.00-2.75100,O2O2 M_UV_Toric_(소),0,0,0,0,636,0
P3502S+01.00-2.75110,O2O2 M_UV_Toric_(소),0,0,0,0,308,0
P3502S+01.00-2.75120,O2O2 M_UV_Toric_(소),0,0,0,0,273,0
P3502S+01.00-2.75130,O2O2 M_UV_Toric_(소),0,0,0,0,213,0
P3502S+01.00-2.75140,O2O2 M_UV_Toric_(소),0,0,0,0,410,0
P3502S+01.00-2.75150,O2O2 M_UV_Toric_(소),0,0,0,0,521,0
P3502S+01.00-2.75160,O2O2 M_UV_Toric_(소),0,0,0,0,826,0
P3502S+01.00-2.75170,O2O2 M_UV_Toric_(소),0,0,0,0,290,0
P3502S+01.00-2.75180,O2O2 M_UV_Toric_(소),0,0,0,0,8,0
P3502S+01.25-0.75020,O2O2 M_UV_Toric_(소),0,0,0,0,456,0
P3502S+01.25-0.75030,O2O2 M_UV_Toric_(소),0,0,0,0,473,0
P3502S+01.25-0.75080,O2O2 M_UV_Toric_(소),0,0,0,0,340,0
P3502S+01.25-0.75150,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.25-0.75160,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.25-0.75170,O2O2 M_UV_Toric_(소),0,0,0,0,13,0
P3502S+01.25-0.75180,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.25-1.25050,O2O2 M_UV_Toric_(소),0,0,0,0,325,0
P3502S+01.25-1.25080,O2O2 M_UV_Toric_(소),0,0,0,0,261,0
P3502S+01.25-1.25180,O2O2 M_UV_Toric_(소),0,0,0,0,368,0
P3502S+01.25-1.75090,O2O2 M_UV_Toric_(소),0,0,0,0,6,0
P3502S+01.25-1.75120,O2O2 M_UV_Toric_(소),0,0,0,0,401,0
P3502S+01.25-1.75150,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.25-1.75160,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.25-1.75180,O2O2 M_UV_Toric_(소),0,0,0,0,558,0
P3502S+01.25-2.25010,O2O2 M_UV_Toric_(소),0,0,0,0,316,0
P3502S+01.25-2.25020,O2O2 M_UV_Toric_(소),0,0,0,0,482,0
P3502S+01.25-2.25040,O2O2 M_UV_Toric_(소),0,0,0,0,170,0
P3502S+01.25-2.25080,O2O2 M_UV_Toric_(소),0,0,0,0,305,0
P3502S+01.25-2.25120,O2O2 M_UV_Toric_(소),0,0,0,0,473,0
P3502S+01.25-2.25130,O2O2 M_UV_Toric_(소),0,0,0,0,386,0
P3502S+01.25-2.25160,O2O2 M_UV_Toric_(소),0,0,0,0,388,0
P3502S+01.25-2.25170,O2O2 M_UV_Toric_(소),0,0,0,0,48,0
P3502S+01.25-2.25180,O2O2 M_UV_Toric_(소),0,0,0,0,235,0
P3502S+01.25-2.75010,O2O2 M_UV_Toric_(소),0,0,0,0,444,0
P3502S+01.25-2.75020,O2O2 M_UV_Toric_(소),0,0,0,0,1292,0
P3502S+01.25-2.75030,O2O2 M_UV_Toric_(소),0,0,0,0,290,0
P3502S+01.25-2.75040,O2O2 M_UV_Toric_(소),0,0,0,0,448,0
P3502S+01.25-2.75060,O2O2 M_UV_Toric_(소),0,0,0,0,306,0
P3502S+01.25-2.75070,O2O2 M_UV_Toric_(소),0,0,0,0,279,0
P3502S+01.25-2.75080,O2O2 M_UV_Toric_(소),0,0,0,0,350,0
P3502S+01.25-2.75090,O2O2 M_UV_Toric_(소),0,0,0,0,437,0
P3502S+01.25-2.75100,O2O2 M_UV_Toric_(소),0,0,0,0,1271,0
P3502S+01.25-2.75110,O2O2 M_UV_Toric_(소),0,0,0,0,394,0
P3502S+01.25-2.75130,O2O2 M_UV_Toric_(소),0,0,0,0,126,0
P3502S+01.25-2.75150,O2O2 M_UV_Toric_(소),0,0,0,0,222,0
P3502S+01.25-2.75160,O2O2 M_UV_Toric_(소),0,0,0,0,179,0
P3502S+01.25-2.75170,O2O2 M_UV_Toric_(소),0,0,0,0,76,0
P3502S+01.25-2.75180,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
P3502S+01.50-0.75010,O2O2 M_UV_Toric_(소),0,0,0,0,219,0
P3502S+01.50-0.75020,O2O2 M_UV_Toric_(소),0,0,0,0,585,0
P3502S+01.50-0.75080,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.50-0.75090,O2O2 M_UV_Toric_(소),0,0,0,0,305,0
P3502S+01.50-0.75160,O2O2 M_UV_Toric_(소),0,0,0,0,132,0
P3502S+01.50-0.75170,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.50-0.75180,O2O2 M_UV_Toric_(소),0,0,0,0,149,0
P3502S+01.50-1.25010,O2O2 M_UV_Toric_(소),0,0,0,0,264,0
P3502S+01.50-1.25020,O2O2 M_UV_Toric_(소),0,0,0,0,373,0
P3502S+01.50-1.25030,O2O2 M_UV_Toric_(소),0,0,0,0,373,0
P3502S+01.50-1.25060,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.50-1.25170,O2O2 M_UV_Toric_(소),0,0,0,0,247,0
P3502S+01.50-1.25180,O2O2 M_UV_Toric_(소),0,0,0,0,18,0
P3502S+01.50-1.75010,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.50-1.75080,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.50-1.75090,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
P3502S+01.50-1.75100,O2O2 M_UV_Toric_(소),0,0,0,0,319,0
P3502S+01.50-1.75110,O2O2 M_UV_Toric_(소),0,0,0,0,93,0
P3502S+01.50-1.75170,O2O2 M_UV_Toric_(소),0,0,0,0,9,0
P3502S+01.50-2.25090,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.50-2.25120,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
P3502S+01.50-2.25130,O2O2 M_UV_Toric_(소),0,0,0,0,323,0
P3502S+01.50-2.25150,O2O2 M_UV_Toric_(소),0,0,0,0,14,0
P3502S+01.50-2.25160,O2O2 M_UV_Toric_(소),0,0,0,0,332,0
P3502S+01.50-2.25170,O2O2 M_UV_Toric_(소),0,0,0,0,1782,0
P3502S+01.50-2.25180,O2O2 M_UV_Toric_(소),0,0,0,0,0,0
P3502S+01.50-2.75020,O2O2 M_UV_Toric_(소),0,0,0,0,14,0
P3502S+01.50-2.75040,O2O2 M_UV_Toric_(소),0,0,0,0,163,0
P3502S+01.50-2.75050,O2O2 M_UV_Toric_(소),0,0,0,0,359,0
P3502S+01.50-2.75060,O2O2 M_UV_Toric_(소),0,0,0,0,282,0
P3502S+01.50-2.75070,O2O2 M_UV_Toric_(소),0,0,0,0,1,0
